俊;jun4|zun4
三个女人一个墟;san1 ge4 nv3 ren2 yi1 ge4 xu1
三个女人一台戏;san1 ge nv3 ren2 yi1 tai2 xi4
三倍;san1 bei4
三催四请;san1 cui1 si4 qing3
三价;san1 jia4
三元;san1 yuan2
三元区;san1 yuan2 qu1
三元运算;san1 yuan2 yun4 suan4
三元音;san1 yuan2 yin1
三光;san1 guang1
三光政策;san1 guang1 zheng4 ce4
三两;san1 liang3
三八;san1 ba1
三八大盖;san1 ba1 da4 gai4
三八节;san1 ba1 jie2
三八线;san1 ba1 xian4
三公消费;san1 gong1 xiao1 fei4
三公经费;san1 gong1 jing1 fei4
三分;san1 fen1
三分之一;san1 fen1 zhi1 yi1
三分熟;san1 fen1 shu2
三分钟热度;san1 fen1 zhong1 re4 du4
三分头;san1 fen1 tou2
三包;san1 bao1
三北;san1 bei3
三北防护林;san1 bei3 fang2 hu4 lin2
三十;san1 shi2
三十二位元;san1 shi2 er4 wei4 yuan2
三十二相;san1 shi2 er4 xiang4
三十八度线;san1 shi2 ba1 du4 xian4
三十六字母;san1 shi2 liu4 zi4 mu3
三十六计;san1 shi2 liu4 ji4
三十而立;san1 shi2 er2 li4
三千大千世界;san1 qian1 da4 qian1 shi4 jie4
三原;san1 yuan2
三原则;san1 yuan2 ze2
三原县;san1 yuan2 xian4
三叉神经;san1 cha1 shen2 jing1
三反;san1 fan3
三反运动;san1 fan3 yun4 dong4
三句话不离本行;san1 ju4 hua4 bu4 li2 ben3 hang2
三台;san1 tai2
三台县;san1 tai2 xian4
三合一;san1 he2 yi1
三合一疫苗;san1 he2 yi1 yi4 miao2
三合土;san1 he2 tu3
三合星;san1 he2 xing1
三合会;san1 he2 hui4
三合院;san1 he2 yuan4
三味线;san1 wei4 xian4
三和弦;san1 he2 xian2
三国;san1 guo2
三国史记;san1 guo2 shi3 ji4
三国志;san1 guo2 zhi4
三国演义;san1 guo2 yan3 yi4
三围;san1 wei2
三地门;san1 di4 men2
三地门乡;san1 di4 men2 xiang1
三大纪律八项注意;san1 da4 ji4 lv4 ba1 xiang4 zhu4 yi4
三天两头;san1 tian1 liang3 tou2
三姑六婆;san1 gu1 liu4 po2
三字经;san1 zi4 jing1
三官大帝;san1 guan1 da4 di4
三家村;san1 jia1 cun1
三宝;san1 bao3
三宝太监;san1 bao3 tai4 jian4
三宝鸟;san1 bao3 niao3
三寸不烂之舌;san1 cun4 bu4 lan4 zhi1 she2
三对三斗牛;san1 dui4 san1 dou4 niu2
三小;san1 xiao3
三屉桌;san1 ti4 zhuo1
三山;san1 shan1
三山区;san1 shan1 qu1
三岔口;san1 cha4 kou3
三岛由纪夫;san1 dao3 you2 ji4 fu1
三峡;san1 xia2
三峡大坝;san1 xia2 da4 ba4
三峡水库;san1 xia2 shui3 ku4
三峡镇;san1 xia2 zhen4
三度;san1 du4
三厢;san1 xiang1
三废;san1 fei4
三弦;san1 xian2
三得利;san1 de2 li4
三从四德;san1 cong2 si4 de2
三心二意;san1 xin1 er4 yi4
三思而后行;san1 si1 er2 hou4 xing2
三思而行;san1 si1 er2 xing2
三手病;san1 shou3 bing4
三振;san1 zhen4
三振出局;san1 zhen4 chu1 ju2
三教;san1 jiao4
三教九流;san1 jiao4 jiu3 liu2
三文治;san1 wen2 zhi4
三文鱼;san1 wen2 yu2
三族;san1 zu2
三旬九食;san1 xun2 jiu3 shi2
三明;san1 ming2
三明市;san1 ming2 shi4
三明治;san1 ming2 zhi4
三星;san1 xing1
三星堆;san1 xing1 dui1
三星乡;san1 xing1 xiang1
三星集团;san1 xing1 ji2 tuan2
三春;san1 chun1
三昧;san1 mei4
三更;san1 geng1
三更半夜;san1 geng1 ban4 ye4
三月;san1 yue4
三月份;san1 yue4 fen4
三月街;san1 yue4 jie1
三朋四友;san1 peng2 si4 you3
三板;san1 ban3
三柱门;san1 zhu4 men2
三框栏;san1 kuang4 lan2
三条;san1 tiao2
三极管;san1 ji2 guan3
三权分立;san1 quan2 fen1 li4
三次;san1 ci4
三次元;san1 ci4 yuan2
三次方;san1 ci4 fang1
三次方程;san1 ci4 fang1 cheng2
三次曲线;san1 ci4 qu1 xian4
三归依;san1 gui1 yi1
三段论;san1 duan4 lun4
三毛猫;san1 mao2 mao1
三民;san1 min2
三民主义;san1 min2 zhu3 yi4
三民区;san1 min2 qu1
三水;san1 shui3
三水区;san1 shui3 qu1
三水县;san1 shui3 xian4
三江并流;san1 jiang1 bing4 liu2
三江平原;san1 jiang1 ping2 yuan2
三江源;san1 jiang1 yuan2
三江生态旅游区;san1 jiang1 sheng1 tai4 lv3 you2 qu1
三法司;san1 fa3 si1
三洋;san1 yang2
三流;san1 liu2
三温暖;san1 wen1 nuan3
三湾;san1 wan1
三湾乡;san1 wan1 xiang1
三炮;san1 pao4
三无;san1 wu2
三无人员;san1 wu2 ren2 yuan2
三无企业;san1 wu2 qi3 ye4
三无产品;san1 wu2 chan3 pin3
三焦;san1 jiao1
三牲;san1 sheng1
三班倒;san1 ban1 dao3
三瓦两舍;san1 wa3 liang3 she4
三生有幸;san1 sheng1 you3 xing4
三用表;san1 yong4 biao3
三田;san1 tian2
三甲;san1 jia3
三略;san1 lve4
三番五次;san1 fan1 wu3 ci4
三番两次;san1 fan1 liang3 ci4
三叠纪;san1 die2 ji4
三百六十行;san1 bai3 liu4 shi2 hang2
三皇;san1 huang2
三皇五帝;san1 huang2 wu3 di4
三相点;san1 xiang4 dian3
三碳糖;san1 tan4 tang2
三秒胶;san1 miao3 jiao1
三等分;san1 deng3 fen1
三等分角;san1 deng3 fen1 jiao3
三节鞭;san1 jie2 bian1
三级;san1 ji2
三级士官;san1 ji2 shi4 guan1
三级片;san1 ji2 pian4
三级跳;san1 ji2 tiao4
三级跳远;san1 ji2 tiao4 yuan3
三索锦蛇;san1 suo3 jin3 she2
三维;san1 wei2
三维空间;san1 wei2 kong1 jian1
三纲五常;san1 gang1 wu3 chang2
三义;san1 yi4
三义乡;san1 yi4 xiang1
三聚体;san1 ju4 ti3
三联书店;san1 lian2 shu1 dian4
三联管;san1 lian2 guan3
三胞胎;san1 bao1 tai1
三脚两步;san1 jiao3 liang3 bu4
三脚架;san1 jiao3 jia4
三脚猫;san1 jiao3 mao1
三自;san1 zi4
三自爱国教会;san1 zi4 ai4 guo2 jiao4 hui4
三自教会;san1 zi4 jiao4 hui4
三色猫;san1 se4 mao1
三茶六饭;san1 cha2 liu4 fan4
三叶星云;san1 ye4 xing1 yun2
三叶草;san1 ye4 cao3
三叶虫;san1 ye4 chong2
三藏;san1 zang4
三藏法师;san1 zang4 fa3 shi1
三苏;san1 su1
三号木杆;san1 hao4 mu4 gan1
三号电池;san1 hao4 dian4 chi2
三亲六故;san1 qin1 liu4 gu4
三角;san1 jiao3
三角债;san1 jiao3 zhai4
三角学;san1 jiao3 xue2
三角巾;san1 jiao3 jin1
三角座;san1 jiao3 zuo4
三角形;san1 jiao3 xing2
三角恐龙;san1 jiao3 kong3 long2
三角恋爱;san1 jiao3 lian4 ai4
三角板;san1 jiao3 ban3
三角柱体;san1 jiao3 zhu4 ti3
三角法;san1 jiao3 fa3
三角洲;san1 jiao3 zhou1
三角测量法;san1 jiao3 ce4 liang2 fa3
三角肌;san1 jiao3 ji1
三角腹带;san1 jiao3 fu4 dai4
三角裤;san1 jiao3 ku4
三角铁;san1 jiao3 tie3
三角关系;san1 jiao3 guan1 xi4
三角龙;san1 jiao3 long2
三言两句;san1 yan2 liang3 ju4
三言两语;san1 yan2 liang3 yu3
三论宗;san1 lun4 zong1
三资企业;san1 zi1 qi3 ye4
三足乌;san1 zu2 wu1
三足金乌;san1 zu2 jin1 wu1
三军;san1 jun1
三军用命;san1 jun1 yong4 ming4
三轮车;san1 lun2 che1
三轮车夫;san1 lun2 che1 fu1
三农;san1 nong2
三农问题;san1 nong2 wen4 ti2
三退;san1 tui4
三通;san1 tong1
三连胜;san1 lian2 sheng4
三边形;san1 bian1 xing2
三部曲;san1 bu4 qu3
三都水族自治县;san1 du1 shui3 zu2 zi4 zhi4 xian4
三都县;san1 du1 xian4
三重;san1 chong2
三重奏;san1 chong2 zou4
三重市;san1 chong2 shi4
三重县;san1 chong2 xian4
三键;san1 jian4
三铁;san1 tie3
三长两短;san1 chang2 liang3 duan3
三门;san1 men2
三门峡;san1 men2 xia2
三门峡市;san1 men2 xia2 shi4
三门县;san1 men2 xian4
三阿姨;san1 a1 yi2
三陪小姐;san1 pei2 xiao3 jie
三只手;san1 zhi1 shou3
三音;san1 yin1
三音度;san1 yin1 du4
三项;san1 xiang4
三项全能;san1 xiang4 quan2 neng2
三项式;san1 xiang4 shi4
三头六臂;san1 tou2 liu4 bi4
三头肌;san1 tou2 ji1
三驾马车;san1 jia4 ma3 che1
三体;san1 ti3
三体问题;san1 ti3 wen4 ti2
三魂;san1 hun2
三魂七魄;san1 hun2 qi1 po4
三鲜;san1 xian1
三点全露;san1 dian3 quan2 lou4
三点水;san1 dian3 shui3
上;shang3|shang4
上一个;shang4 yi1 ge
上一号;shang4 yi1 hao4
上一页;shang4 yi1 ye4
上上之策;shang4 shang4 zhi1 ce4
上下;shang4 xia4
上下五千年;shang4 xia4 wu3 qian1 nian2
上下其手;shang4 xia4 qi2 shou3
上下床;shang4 xia4 chuang2
上下文;shang4 xia4 wen2
上下文菜单;shang4 xia4 wen2 cai4 dan1
上下班;shang4 xia4 ban1
上下班时间;shang4 xia4 ban1 shi2 jian1
上下铺;shang4 xia4 pu4
上不了台面;shang4 bu4 liao3 tai2 mian4
上不得台盘;shang4 bu4 de2 tai2 pan2
上乘;shang4 cheng2
上了年纪;shang4 le nian2 ji4
上交;shang4 jiao1
上代;shang4 dai4
上任;shang4 ren4
上位;shang4 wei4
上位概念;shang4 wei4 gai4 nian4
上佳;shang4 jia1
上来;shang4 lai2
上供;shang4 gong4
上个;shang4 ge
上个星期;shang4 ge4 xing1 qi1
上个月;shang4 ge4 yue4
上传;shang4 chuan2
上分;shang4 fen1
上刑;shang4 xing2
上前;shang4 qian2
上升;shang4 sheng1
上升空间;shang4 sheng1 kong1 jian1
上升趋势;shang4 sheng1 qu1 shi4
上午;shang4 wu3
上半;shang4 ban4
上半夜;shang4 ban4 ye4
上半天;shang4 ban4 tian1
上半年;shang4 ban4 nian2
上半叶;shang4 ban4 ye4
上半身;shang4 ban4 shen1
上半部分;shang4 ban4 bu4 fen4
上去;shang4 qu4
上口;shang4 kou3
上口齿;shang4 kou3 chi3
上古;shang4 gu3
上古汉语;shang4 gu3 han4 yu3
上台;shang4 tai2
上司;shang4 si
上合;shang4 he2
上合组织;shang4 he2 zu3 zhi1
上吊;shang4 diao4
上同调;shang4 tong2 diao4
上吐下泻;shang4 tu4 xia4 xie4
上周;shang4 zhou1
上呼吸道感染;shang4 hu1 xi1 dao4 gan3 ran3
上品;shang4 pin3
上唇;shang4 chun2
上善若水;shang4 shan4 ruo4 shui3
上回;shang4 hui2
上坡;shang4 po1
上坡段;shang4 po1 duan4
上坡路;shang4 po1 lu4
上城区;shang4 cheng2 qu1
上域;shang4 yu4
上报;shang4 bao4
上场;shang4 chang3
上坟;shang4 fen2
上外;shang4 wai4
上夜;shang4 ye4
上天;shang4 tian1
上天入地;shang4 tian1 ru4 di4
上夸克;shang4 kua1 ke4
上好;shang4 hao3
上学;shang4 xue2
上官;shang4 guan1
上家;shang4 jia1
上将;shang4 jiang4
上将军;shang4 jiang4 jun1
上层;shang4 ceng2
上层建筑;shang4 ceng2 jian4 zhu4
上山;shang4 shan1
上山下乡;shang4 shan1 xia4 xiang1
上岸;shang4 an4
上峰;shang4 feng1
上岗;shang4 gang3
上工;shang4 gong1
上市;shang4 shi4
上市公司;shang4 shi4 gong1 si1
上帝;shang4 di4
上年;shang4 nian2
上年纪;shang4 nian2 ji4
上床;shang4 chuang2
上座;shang4 zuo4
上座部;shang4 zuo4 bu4
上弦;shang4 xian2
上弦月;shang4 xian2 yue4
上心;shang4 xin1
上思;shang4 si1
上思县;shang4 si1 xian4
上房;shang4 fang2
上手;shang4 shou3
上扬;shang4 yang2
上扬趋势;shang4 yang2 qu1 shi4
上文;shang4 wen2
上新世;shang4 xin1 shi4
上方;shang4 fang1
上方宝剑;shang4 fang1 bao3 jian4
上旬;shang4 xun2
上星;shang4 xing1
上星剧;shang4 xing1 ju4
上星期;shang4 xing1 qi1
上映;shang4 ying4
上书;shang4 shu1
上月;shang4 yue4
上有老下有小;shang4 you3 lao3 xia4 you3 xiao3
上期;shang4 qi1
上林;shang4 lin2
上林县;shang4 lin2 xian4
上架;shang4 jia4
上校;shang4 xiao4
上杆;shang4 gan1
上梁不正下梁歪;shang4 liang2 bu4 zheng4 xia4 liang2 wai1
上榜;shang4 bang3
上楼;shang4 lou2
上标;shang4 biao1
上次;shang4 ci4
上款;shang4 kuan3
上气不接下气;shang4 qi4 bu4 jie1 xia4 qi4
上水;shang4 shui3
上汽;shang4 qi4
上流;shang4 liu2
上流社会;shang4 liu2 she4 hui4
上浮;shang4 fu2
上海;shang4 hai3
上海交通大学;shang4 hai3 jiao1 tong1 da4 xue2
上海合作组织;shang4 hai3 he2 zuo4 zu3 zhi1
上海商务印书馆;shang4 hai3 shang1 wu4 yin4 shu1 guan3
上海外国语大学;shang4 hai3 wai4 guo2 yu3 da4 xue2
上海大剧院;shang4 hai3 da4 ju4 yuan4
上海大学;shang4 hai3 da4 xue2
上海市;shang4 hai3 shi4
上海戏剧学院;shang4 hai3 xi4 ju4 xue2 yuan4
上海振华港口机械;shang4 hai3 zhen4 hua2 gang3 kou3 ji1 xie4
上海文广新闻传媒集团;shang4 hai3 wen2 guang3 xin1 wen2 chuan2 mei2 ji2 tuan2
上海汽车工业;shang4 hai3 qi4 che1 gong1 ye4
上海汽车工业集团;shang4 hai3 qi4 che1 gong1 ye4 ji2 tuan2
上海环球金融中心;shang4 hai3 huan2 qiu2 jin1 rong2 zhong1 xin1
上海白菜;shang4 hai3 bai2 cai4
上海第二医科大学;shang4 hai3 di4 er4 yi1 ke1 da4 xue2
上海话;shang4 hai3 hua4
上海证券交易所;shang4 hai3 zheng4 quan4 jiao1 yi4 suo3
上海证券交易所综合股价指;shang4 hai3 zheng4 quan4 jiao1 yi4 suo3 zong1 he2 gu3 jia4 zhi3
上海财经大学;shang4 hai3 cai2 jing1 da4 xue2
上海医科大学;shang4 hai3 yi1 ke1 da4 xue2
上海音乐学院;shang4 hai3 yin1 yue4 xue2 yuan4
上海体育场;shang4 hai3 ti3 yu4 chang3
上游;shang4 you2
上溜油;shang4 liu1 you2
上演;shang4 yan3
上涨;shang4 zhang3
上火;shang4 huo3
上焦;shang4 jiao1
上热搜;shang4 re4 sou1
上片;shang4 pian4
上牌;shang4 pai2
上牙膛;shang4 ya2 tang2
上犬式;shang4 quan3 shi4
上犹;shang4 you2
上犹县;shang4 you2 xian4
上班;shang4 ban1
上班族;shang4 ban1 zu2
上班时间;shang4 ban1 shi2 jian1
上环;shang4 huan2
上田;shang4 tian2
上界;shang4 jie4
上当;shang4 dang4
上疏;shang4 shu1
上瘾;shang4 yin3
上皮;shang4 pi2
上相;shang4 xiang4
上眼药;shang4 yan3 yao4
上确界;shang4 que4 jie4
上空;shang4 kong1
上空洗车;shang4 kong1 xi3 che1
上第;shang4 di4
上等;shang4 deng3
上等兵;shang4 deng3 bing1
上算;shang4 suan4
上箭头;shang4 jian4 tou2
上箭头键;shang4 jian4 tou2 jian4
上级;shang4 ji2
上级领导;shang4 ji2 ling3 dao3
上纲上线;shang4 gang1 shang4 xian4
上网;shang4 wang3
上网本;shang4 wang3 ben3
上线;shang4 xian4
上缴;shang4 jiao3
上声;shang3 sheng1
上肢;shang4 zhi1
上膛;shang4 tang2
上臂;shang4 bi4
上脸;shang4 lian3
上船;shang4 chuan2
上色;shang4 shai3|shang4 se4
上菜;shang4 cai4
上菜秀;shang4 cai4 xiu4
上万;shang4 wan4
上苍;shang4 cang1
上行;shang4 xing2
上行下效;shang4 xing2 xia4 xiao4
上街;shang4 jie1
上街区;shang4 jie1 qu1
上衣;shang4 yi1
上衫;shang4 shan1
上装;shang4 zhuang1
上西天;shang4 xi1 tian1
上覆;shang4 fu4
上访;shang4 fang3
上诉;shang4 su4
上诉法院;shang4 su4 fa3 yuan4
上课;shang4 ke4
上调;shang4 tiao2
上证;shang4 zheng4
上证综合指数;shang4 zheng4 zong1 he2 zhi3 shu4
上议院;shang4 yi4 yuan4
上贼船;shang4 zei2 chuan2
上路;shang4 lu4
上身;shang4 shen1
上车;shang4 che1
上轨道;shang4 gui3 dao4
上载;shang4 zai3
上辈;shang4 bei4
上辈子;shang4 bei4 zi
上农;shang4 nong2
上述;shang4 shu4
上进;shang4 jin4
上进心;shang4 jin4 xin1
上达;shang4 da2
上边;shang4 bian
上边儿;shang4 bian r
上部;shang4 bu4
上都;shang4 du1
上野;shang4 ye3
上钩;shang4 gou1
上钩儿;shang4 gou1 r
上镜;shang4 jing4
上钟;shang4 zhong1
上门;shang4 men2
上门客;shang4 men2 ke4
上门费;shang4 men2 fei4
上限;shang4 xian4
上阵;shang4 zhen4
上阵杀敌;shang4 zhen4 sha1 di2
上面;shang4 mian4
上鞋;shang4 xie2
上页;shang4 ye4
上头;shang4 tou|shang4 tou2
上风;shang4 feng1
上馆子;shang4 guan3 zi
上饶;shang4 rao2
上饶地区;shang4 rao2 di4 qu1
上饶市;shang4 rao2 shi4
上饶县;shang4 rao2 xian4
上首;shang4 shou3
上马;shang4 ma3
上高;shang4 gao1
上高县;shang4 gao1 xian4
上齿;shang4 chi3
上龙;shang4 long2
下;xia4
下一代;xia4 yi1 dai4
下一个;xia4 yi1 ge
下一次;xia4 yi1 ci4
下一步;xia4 yi1 bu4
下一站;xia4 yi1 zhan4
下一页;xia4 yi1 ye4
下三滥;xia4 san1 lan4
下三烂;xia4 san1 lan4
下不了台;xia4 bu liao3 tai2
下不来;xia4 bu4 lai2
下不来台;xia4 bu4 lai2 tai2
下不为例;xia4 bu4 wei2 li4
下世;xia4 shi4
下丘脑;xia4 qiu1 nao3
下九流;xia4 jiu3 liu2
下乳;xia4 ru3
下令;xia4 ling4
下任;xia4 ren4
下作;xia4 zuo
下来;xia4 lai
下修;xia4 xiu1
下个;xia4 ge
下个星期;xia4 ge4 xing1 qi1
下个月;xia4 ge4 yue4
下凡;xia4 fan2
下列;xia4 lie4
下划线;xia4 hua4 xian4
下功夫;xia4 gong1 fu
下午;xia4 wu3
下午茶;xia4 wu3 cha2
下半;xia4 ban4
下半天;xia4 ban4 tian1
下半年;xia4 ban4 nian2
下半身;xia4 ban4 shen1
下去;xia4 qu4
下同;xia4 tong2
下唇;xia4 chun2
下单;xia4 dan1
下回;xia4 hui2
下地;xia4 di4
下坡;xia4 po1
下坡路;xia4 po1 lu4
下垂;xia4 chui2
下城区;xia4 cheng2 qu1
下场;xia4 chang3|xia4 chang
下场门;xia4 chang3 men2
下坠;xia4 zhui4
下士;xia4 shi4
下夸克;xia4 kua1 ke4
下嫁;xia4 jia4
下定决心;xia4 ding4 jue2 xin1
下定义;xia4 ding4 yi4
下家;xia4 jia1
下寒武;xia4 han2 wu3
下寒武统;xia4 han2 wu3 tong3
下届;xia4 jie4
下层;xia4 ceng2
下属;xia4 shu3
下属公司;xia4 shu3 gong1 si1
下山;xia4 shan1
下岗;xia4 gang3
下工;xia4 gong1
下工夫;xia4 gong1 fu
下巴;xia4 ba
下厨;xia4 chu2
下弦;xia4 xian2
下弦月;xia4 xian2 yue4
下情;xia4 qing2
下意识;xia4 yi4 shi2
下手;xia4 shou3
下拜;xia4 bai4
下挫;xia4 cuo4
下摆;xia4 bai3
下放;xia4 fang4
下方;xia4 fang1
下旋;xia4 xuan2
下旋削球;xia4 xuan2 xiao1 qiu2
下旬;xia4 xun2
下星期;xia4 xing1 qi1
下月;xia4 yue4
下期;xia4 qi1
下架;xia4 jia4
下棋;xia4 qi2
下楼;xia4 lou2
下标;xia4 biao1
下次;xia4 ci4
下款;xia4 kuan3
下死劲;xia4 si3 jin4
下毒;xia4 du2
下毒手;xia4 du2 shou3
下水;xia4 shui|xia4 shui3
下水礼;xia4 shui3 li3
下水管;xia4 shui3 guan3
下水道;xia4 shui3 dao4
下决心;xia4 jue2 xin1
下沉;xia4 chen2
下沉市场;xia4 chen2 shi4 chang3
下注;xia4 zhu4
下流;xia4 liu2
下浮;xia4 fu2
下海;xia4 hai3
下游;xia4 you2
下滑;xia4 hua2
下焦;xia4 jiao1
下营;xia4 ying2
下片;xia4 pian4
下犬式;xia4 quan3 shi4
下狱;xia4 yu4
下班;xia4 ban1
下界;xia4 jie4
下画线;xia4 hua4 xian4
下发;xia4 fa1
下确界;xia4 que4 jie4
下笔;xia4 bi3
下箭头;xia4 jian4 tou2
下箭头键;xia4 jian4 tou2 jian4
下级;xia4 ji2
下网;xia4 wang3
下线;xia4 xian4
下线仪式;xia4 xian4 yi2 shi4
下而上;xia4 er2 shang4
下聘;xia4 pin4
下肢;xia4 zhi1
下腰;xia4 yao1
下脚料;xia4 jiao3 liao4
下腹部;xia4 fu4 bu4
下至上;xia4 zhi4 shang4
下台;xia4 tai2
下台阶;xia4 tai2 jie1
下花园;xia4 hua1 yuan2
下花园区;xia4 hua1 yuan2 qu1
下落;xia4 luo4
下落不明;xia4 luo4 bu4 ming2
下葬;xia4 zang4
下药;xia4 yao4
下蛋;xia4 dan4
下行;xia4 xing2
下装;xia4 zhuang1
下西洋;xia4 xi1 yang2
下视;xia4 shi4
下视丘;xia4 shi4 qiu1
下订单;xia4 ding4 dan1
下设;xia4 she4
下课;xia4 ke4
下调;xia4 diao4|xia4 tiao2
下议院;xia4 yi4 yuan4
下议院议员;xia4 yi4 yuan4 yi4 yuan2
下跌;xia4 die1
下跪;xia4 gui4
下身;xia4 shen1
下车;xia4 che1
下载;xia4 zai3
下辈;xia4 bei4
下辈子;xia4 bei4 zi
下辖;xia4 xia2
下逐客令;xia4 zhu2 ke4 ling4
下周;xia4 zhou1
下达;xia4 da2
下边;xia4 bian
下边儿;xia4 bian r
下乡;xia4 xiang1
下酒;xia4 jiu3
下酒菜;xia4 jiu3 cai4
下里巴人;xia4 li3 ba1 ren2
下野;xia4 ye3
下关;xia4 guan1
下关区;xia4 guan1 qu1
下关市;xia4 guan1 shi4
下降;xia4 jiang4
下限;xia4 xian4
下院;xia4 yuan4
下阴;xia4 yin1
下陷;xia4 xian4
下陆;xia4 lu4
下陆区;xia4 lu4 qu1
下雨;xia4 yu3
下雪;xia4 xue3
下面;xia4 mian4
下页;xia4 ye4
下风;xia4 feng1
下风方向;xia4 feng1 fang1 xiang4
下飞机;xia4 fei1 ji1
下馆子;xia4 guan3 zi
下马;xia4 ma3
下马威;xia4 ma3 wei1
下体;xia4 ti3
下鼻甲;xia4 bi2 jia3
下齿;xia4 chi3
下龙湾;xia4 long2 wan1
不;bu4
不一;bu4 yi1
不一定;bu4 yi1 ding4
不一会;bu4 yi1 hui4
不一样;bu4 yi1 yang4
不一而足;bu4 yi1 er2 zu2
不一致字;bu4 yi1 zhi4 zi4
不三不四;bu4 san1 bu4 si4
不下;bu4 xia4
不下于;bu4 xia4 yu2
不中意;bu4 zhong4 yi4
不中用;bu4 zhong1 yong4
不主故常;bu4 zhu3 gu4 chang2
不久;bu4 jiu3
不久前;bu4 jiu3 qian2
不乏;bu4 fa2
不干不净;bu4 gan1 bu4 jing4
不了;bu4 liao3|bu4 le
不了了之;bu4 liao3 liao3 zhi1
不予;bu4 yu2
不予理会;bu4 yu3 li3 hui4
不予置评;bu4 yu3 zhi4 ping2
不予评论;bu4 yu3 ping2 lun4
不事张扬;bu4 shi4 zhang1 yang2
不事生产;bu4 shi4 sheng1 chan3
不二;bu4 er4
不二价;bu4 er4 jia4
不二法门;bu4 er4 fa3 men2
不亚;bu4 ya4
不亚于;bu4 ya4 yu2
不亦乐乎;bu4 yi4 le4 hu1
不人道;bu4 ren2 dao4
不仁;bu4 ren2
不令人鼓舞;bu4 ling4 ren2 gu3 wu3
不以人废言;bu4 yi3 ren2 fei4 yan2
不以为意;bu4 yi3 wei2 yi4
不以为然;bu4 yi3 wei2 ran2
不以词害志;bu4 yi3 ci2 hai4 zhi4
不以辞害志;bu4 yi3 ci2 hai4 zhi4
不休;bu4 xiu1
不但;bu4 dan4
不住;bu4 zhu4
不作死就不会死;bu4 zuo4 si3 jiu4 bu4 hui4 si3
不作为;bu4 zuo4 wei2
不佳;bu4 jia1
不依;bu4 yi1
不依不饶;bu4 yi1 bu4 rao2
不便;bu4 bian4
不便险;bu4 bian4 xian3
不俗;bu4 su2
不信任动议;bu4 xin4 ren4 dong4 yi4
不信任投票;bu4 xin4 ren4 tou2 piao4
不信任案;bu4 xin4 ren4 an4
不信用;bu4 xin4 yong4
不修边幅;bu4 xiu1 bian1 fu2
不倦;bu4 juan4
不伦;bu4 lun2
不伦不类;bu4 lun2 bu4 lei4
不值;bu4 zhi2
不值一文;bu4 zhi2 yi1 wen2
不值一笑;bu4 zhi2 yi1 xiao4
不值一驳;bu4 zhi2 yi1 bo2
不值得;bu4 zhi2 de
不值钱;bu4 zhi2 qian2
不假思索;bu4 jia3 si1 suo3
不偏斜;bu4 pian1 xie2
不偏极;bu4 pian1 ji2
不做声;bu4 zuo4 sheng1
不停;bu4 ting2
不偷不抢;bu4 tou1 bu4 qiang3
不备;bu4 bei4
不伤脾胃;bu4 shang1 pi2 wei4
不仅;bu4 jin3
不仅仅;bu4 jin3 jin3
不仅如此;bu4 jin3 ru2 ci3
不像样;bu4 xiang4 yang4
不像话;bu4 xiang4 hua4
不光;bu4 guang1
不光彩;bu4 guang1 cai3
不克;bu4 ke4
不免;bu4 mian3
不免一死;bu4 mian3 yi1 si3
不儿;bu2 r
不儿道;bu1 r dao4
不入时宜;bu4 ru4 shi2 yi2
不公;bu4 gong1
不公正;bu4 gong1 zheng4
不共戴天;bu4 gong4 dai4 tian1
不兼容性;bu4 jian1 rong2 xing4
不再;bu4 zai4
不准;bu4 zhun3
不准许;bu4 zhun3 xu3
不冻港;bu4 dong4 gang3
不冻港口;bu4 dong4 gang3 kou3
不凡;bu4 fan2
不出所料;bu4 chu1 suo3 liao4
不分;bu4 fen1
不分上下;bu4 fen1 shang4 xia4
不分胜败;bu4 fen1 sheng4 bai4
不分胜负;bu4 fen1 sheng4 fu4
不分彼此;bu4 fen1 bi3 ci3
不分情由;bu4 fen1 qing2 you2
不分昼夜;bu4 fen1 zhou4 ye4
不分皂白;bu4 fen1 zao4 bai2
不分青红皂白;bu4 fen1 qing1 hong2 zao4 bai2
不分高下;bu4 fen1 gao1 xia4
不切合实际;bu4 qie4 he2 shi2 ji4
不切实际;bu4 qie4 shi2 ji4
不刊之论;bu4 kan1 zhi1 lun4
不划算;bu4 hua2 suan4
不列颠;bu4 lie4 dian1
不列颠保卫战;bu4 lie4 dian1 bao3 wei4 zhan4
不列颠哥伦比亚;bu4 lie4 dian1 ge1 lun2 bi3 ya4
不列颠哥伦比亚省;bu4 lie4 dian1 ge1 lun2 bi3 ya4 sheng3
不列颠战役;bu4 lie4 dian1 zhan4 yi4
不列颠诸岛;bu4 lie4 dian1 zhu1 dao3
不利;bu4 li4
不到;bu4 dao4
不到火候不揭锅;bu4 dao4 huo3 hou4 bu4 jie1 guo1
不到长城非好汉;bu4 dao4 chang2 cheng2 fei1 hao3 han4
不力;bu4 li4
不加;bu4 jia1
不加修饰;bu4 jia1 xiu1 shi4
不加区别;bu4 jia1 qu1 bie2
不加思索;bu4 jia1 si1 suo3
不加拘束;bu4 jia1 ju1 shu4
不加掩饰;bu4 jia1 yan3 shi4
不加牛奶;bu4 jia1 niu2 nai3
不加理睬;bu4 jia1 li3 cai3
不加选择;bu4 jia1 xuan3 ze2
不动;bu4 dong4
