俊;jun4|zun4
标记;biao1 ji4
标志;biao1 zhi4
标语;biao1 yu3
标题;biao1 ti2
标点;biao1 dian3
枢纽;shu1 niu3
模仿;mo2 fang3
模型;mo2 xing2
模式;mo2 shi4
模拟;mo2 ni3
模样;mu2 yang4
模特;mo2 te4
模范;mo2 fan4
模糊;mo2 hu
样品;yang4 pin3
样子;yang4 zi
样式;yang4 shi4
样本;yang4 ben3
朴实;pu3 shi2
朴素;pu3 su4
树;shu4
树木;shu4 mu4
树枝;shu4 zhi1
树梢;shu4 shao1
树立;shu4 li4
树荫;shu4 yin1
桥;qiao2
桥梁;qiao2 liang2
橘子;ju2 zi
橙;cheng2
橙汁;cheng2 zhi1
机动;ji1 dong4
机器;ji1 qi4
机场;ji1 chang3
机密;ji1 mi4
机智;ji1 zhi4
机会;ji1 hui4
机械;ji1 xie4
机构;ji1 gou4
机舱;ji1 cang1
机遇;ji1 yu4
机灵;ji1 ling
橡皮;xiang4 pi2
橡胶;xiang4 jiao1
椭圆;tuo3 yuan2
横;heng4|heng2
横七竖八;heng2 qi1 shu4 ba1
横向;heng2 xiang4
档案;dang4 an4
档次;dang4 ci4
检察;jian3 cha2
检查;jian3 cha2
检讨;jian3 tao3
检验;jian3 yan4
柜台;gui4 tai2
栏;lan2
栏杆;lan2 gan1
栏目;lan2 mu4
权利;quan2 li4
权力;quan2 li4
权威;quan2 wei1
权益;quan2 yi4
权衡;quan2 heng2
欠;qian4
欠条;qian4 tiao2
欠缺;qian4 que1
次;ci4
次品;ci4 pin3
次序;ci4 xu4
次日;ci4 ri4
次要;ci4 yao4
欣喜;xin1 xi3
欣慰;xin1 wei4
欣欣向荣;xin1 xin1 xiang4 rong2
欣赏;xin1 shang3
欺诈;qi1 zha4
欺负;qi1 fu
欺骗;qi1 pian4
钦佩;qin1 pei4
款式;kuan3 shi|kuan3 shi4
款待;kuan3 dai4
款项;kuan3 xiang4
歇;xie1
歉意;qian4 yi4
歌剧;ge1 ju4
歌舞;ge1 wu3
歌咏;ge1 yong3
歌颂;ge1 song4
欧洲;ou1 zhou1
欢呼;huan1 hu1
欢快;huan1 kuai4
欢乐;huan1 le4
欢聚;huan1 ju4
欢声笑语;huan1 sheng1 xiao4 yu3
欢迎;huan1 ying2
止咳;zhi3 ke2
止步;zhi3 bu4
止血;zhi3 xue4
正;zheng1|zheng4
正在;zheng4 zai4
正好;zheng4 hao3
正宗;zheng4 zong1
正常;zheng4 chang2
正式;zheng4 shi4
正月;zheng1 yue4
正气;zheng4 qi4
正当;zheng4 dang4|zheng4 dang1
正直;zheng4 zhi2
正确;zheng4 que4
正经;zheng4 jing1
正义;zheng4 yi4
正能量;zheng4 neng2 liang4
正规;zheng4 gui1
正视;zheng4 shi4
正负;zheng4 fu4
正面;zheng4 mian4
此外;ci3 wai4
此起彼伏;ci3 qi3 bi3 fu2
步伐;bu4 fa2
步入;bu4 ru4
步骤;bu4 zhou4
武侠;wu3 xia2
武力;wu3 li4
武器;wu3 qi4
武术;wu3 shu4
武装;wu3 zhuang1
歧视;qi2 shi4
歪;wai3|wai1
歪曲;wai1 qu1
岁月;sui4 yue4
历代;li4 dai4
历来;li4 lai2
历史;li4 shi3
历届;li4 jie4
历时;li4 shi2
历程;li4 cheng2
历经;li4 jing1
归来;gui1 lai2
归宿;gui1 su4
归属;gui1 shu3
归根到底;gui1 gen1 dao4 di3
归纳;gui1 na4
归结;gui1 jie2
归还;gui1 huan2
歹徒;dai3 tu2
死;si3
死亡;si3 wang2
死心;si3 xin1
死心塌地;si3 xin1 ta1 di4
殖民地;zhi2 min2 di4
残;can2
残忍;can2 ren3
残留;can2 liu2
残疾;can2 ji2
残缺;can2 que1
残酷;can2 ku4
歼灭;jian1 mie4
段;duan4
段落;duan4 luo4
殷勤;yin1 qin2
杀;sha1
杀害;sha1 hai4
杀手;sha1 shou3
壳;qiao4
殿堂;dian4 tang2
毁坏;hui3 huai4
毁灭;hui3 mie4
毅力;yi4 li4
毅然;yi4 ran2
殴打;ou1 da3
母亲;mu3 qin1
母语;mu3 yu3
每;mei3
每当;mei3 dang1
每逢;mei3 feng2
毒品;du2 pin3
比;bi1|bi3
比不上;bi3 bu4 shang4
比例;bi3 li4
比喻;bi3 yu4
比如;bi3 ru2
比方;bi3 fang
比比皆是;bi3 bi3 jie1 shi4
比试;bi3 shi4
比赛;bi3 sai4
比起;bi3 qi3
比较;bi3 jiao4
比重;bi3 zhong4
毛;mao2
毛巾;mao2 jin1
毛病;mao2 bing4
毫不;hao2 bu4
毫不犹豫;hao2 bu4 you2 yu4
毫无;hao2 wu2
毫米;hao2 mi3
毯子;tan3 zi
民主;min2 zhu3
民俗;min2 su2
民族;min2 zu2
民用;min2 yong4
民众;min2 zhong4
民办;min2 ban4
民间;min2 jian1
氛围;fen1 wei2
气候;qi4 hou4
气功;qi4 gong1
气势;qi4 shi4
气味;qi4 wei4
气压;qi4 ya1
气息;qi4 xi1
气愤;qi4 fen4
气概;qi4 gai4
气氛;qi4 fen1
气泡;qi4 pao4
气派;qi4 pai4
气管;qi4 guan3
气色;qi4 se4
气象;qi4 xiang4
气质;qi4 zhi4
气馁;qi4 nei3
气魄;qi4 po4
氧;yang3
氧气;yang3 qi4
水;shui3
水利;shui3 li4
水域;shui3 yu4
水壶;shui3 hu2
水平;shui3 ping2
水手;shui3 shou3
水晶;shui3 jing1
水果;shui3 guo3
水槽;shui3 cao2
水泥;shui3 ni2
水源;shui3 yuan2
水准;shui3 zhun3
水温;shui3 wen1
水涨船高;shui3 zhang3 chuan2 gao1
水稻;shui3 dao4
水管;shui3 guan3
水落石出;shui3 luo4 shi2 chu1
水货;shui3 huo4
水灵灵;shui3 ling2 ling2
水面;shui3 mian4
水龙头;shui3 long2 tou2
永不;yong3 bu4
永久;yong3 jiu3
永恒;yong3 heng2
永远;yong3 yuan3
汁;zhi1
求助;qiu2 zhu4
求婚;qiu2 hun1
求学;qiu2 xue2
求救;qiu2 jiu4
求证;qiu2 zheng4
求医;qiu2 yi1
汗;han4|han2
汗水;han4 shui3
池塘;chi2 tang2
污染;wu1 ran3
污秽;wu1 hui4
污蔑;wu1 mie4
汪洋;wang1 yang2
决定;jue2 ding4
决心;jue2 xin1
决策;jue2 ce4
决议;jue2 yi4
决赛;jue2 sai4
汽油;qi4 you2
沉思;chen2 si1
沉闷;chen2 men4
沉浸;chen2 jin4
沉淀;chen2 dian4
沉甸甸;chen2 dian4 dian4
沉稳;chen2 wen3
沉着;chen2 zhuo2
沉迷;chen2 mi2
沉重;chen2 zhong4
沉默;chen2 mo4
沏;qi1
沐浴;mu4 yu4
沐浴露;mu4 yu4 lu4
没劲;mei2 jin4
没完没了;mei2 wan2 mei2 liao3
没意思;mei2 yi4 si
没有;mei2 you3
没准儿;mei2 zhun3 r
没落;mo4 luo4
没说的;mei2 shuo1 de
没辙;mei2 zhe2
没关系;mei2 guan1 xi
冲;chong1|chong4
冲击;chong1 ji1
冲洗;chong1 xi3
沙漠;sha1 mo4
沙滩;sha1 tan1
沙发;sha1 fa1
沙龙;sha1 long2
沮丧;ju3 sang4
河流;he2 liu2
河畔;he2 pan4
沸沸扬扬;fei4 fei4 yang2 yang2
沸腾;fei4 teng2
油漆;you2 qi1
油炸;you2 zha2
油画;you2 hua4
油腻;you2 ni4
治学;zhi4 xue2
治安;zhi4 an1
治理;zhi4 li3
治疗;zhi4 liao2
治愈;zhi4 yu4
沼泽;zhao3 ze2
沽名钓誉;gu1 ming2 diao4 yu4
沾;zhan1
沾光;zhan1 guang1
沿岸;yan2 an4
沿海;yan2 hai3
沿线;yan2 xian4
沿途;yan2 tu2
况且;kuang4 qie3
泄;xie4
泄漏;xie4 lou4
泄露;xie4 lu4
法人;fa3 ren2
法律;fa3 lv4
法院;fa3 yuan4
泛滥;fan4 lan4
泡沫;pao4 mo4
波及;bo1 ji2
波折;bo1 zhe2
波浪;bo1 lang4
波涛;bo1 tao1
波澜;bo1 lan2
泥土;ni2 tu3
泥潭;ni2 tan2
注;zhu4
注入;zhu4 ru4
注射;zhu4 she4
注意;zhu4 yi4
注视;zhu4 shi4
注释;zhu4 shi4
注重;zhu4 zhong4
泰斗;tai4 dou3
洋溢;yang2 yi4
洗;xi3
洗手间;xi3 shou3 jian1
洗涤剂;xi3 di2 ji4
洗澡;xi3 zao3
洗礼;xi3 li3
洞;dong4
津津有味;jin1 jin1 you3 wei4
津贴;jin1 tie1
泄密;xie4 mi4
泄气;xie4 qi4
洪亮;hong2 liang4
洪水;hong2 shui3
汹涌;xiong1 yong3
活儿;huo2 r
活力;huo2 li4
活动;huo2 dong4
活期;huo2 qi1
活泼;huo2 po
活该;huo2 gai1
活跃;huo2 yue4
洽谈;qia4 tan2
派;pai4
派别;pai4 bie2
派遣;pai4 qian3
流传;liu2 chuan2
流入;liu2 ru4
流利;liu2 li4
流向;liu2 xiang4
流域;liu2 yu4
流失;liu2 shi1
流畅;liu2 chang4
流氓;liu2 mang2
流水;liu2 shui3
流浪;liu2 lang4
流淌;liu2 tang3
流泪;liu2 lei4
流程;liu2 cheng2
流血;liu2 xue4
流行;liu2 xing2
流转;liu2 zhuan3
流通;liu2 tong1
流量;liu2 liang4
流露;liu2 lu4
浩劫;hao4 jie2
浪;lang4
浪漫;lang4 man4
浪费;lang4 fei4
浮力;fu2 li4
浮现;fu2 xian4
浮躁;fu2 zao4
浴室;yu4 shi4
海内外;hai3 nei4 wai4
海啸;hai3 xiao4
海域;hai3 yu4
海岸;hai3 an4
海峡;hai3 xia2
海拔;hai3 ba2
海洋;hai3 yang2
海滨;hai3 bin1
海滩;hai3 tan1
海盗;hai3 dao4
海绵;hai3 mian2
海藻;hai3 zao3
海运;hai3 yun4
海量;hai3 liang4
海关;hai3 guan1
海面;hai3 mian4
海鲜;hai3 xian1
浸泡;jin4 pao4
消;xiao1
消化;xiao1 hua4
消失;xiao1 shi1
消息;xiao1 xi
消极;xiao1 ji2
消毒;xiao1 du2
消沉;xiao1 chen2
消灭;xiao1 mie4
消耗;xiao1 hao4
消费;xiao1 fei4
消遣;xiao1 qian3
消防;xiao1 fang2
消除;xiao1 chu2
涉及;she4 ji2
涉嫌;she4 xian2
涌;chong1|yong3
涮;shuan4
涮火锅;shuan4 huo3 guo1
液晶;ye4 jing1
液体;ye4 ti3
涵义;han2 yi4
涵盖;han2 gai4
凉快;liang2 kuai
凉爽;liang2 shuang3
淋;lin2|lin4
淌;tang3
淘;tao2
淘气;tao2 qi4
淘汰;tao2 tai4
淡;dan4
淡化;dan4 hua4
淡季;dan4 ji4
淡水;dan4 shui3
净化;jing4 hua4
深信;shen1 xin4
深入人心;shen1 ru4 ren2 xin1
深切;shen1 qie4
深刻;shen1 ke4
深受;shen1 shou4
深夜;shen1 ye4
深奥;shen1 ao4
深思;shen1 si1
深情;shen1 qing2
深情厚谊;shen1 qing2 hou4 yi4
深沉;shen1 chen2
深远;shen1 yuan3
渊源;yuan1 yuan2
混乱;hun4 luan4
混凝土;hun4 ning2 tu3
混合;hun4 he2
混淆;hun4 xiao2
混浊;hun4 zhuo2
淹;yan1
淹没;yan1 mo4
浅;qian3|jian1
添加;tian1 jia1
清单;qing1 dan1
清新;qing1 xin1
清明;qing1 ming2
清晨;qing1 chen2
清晰;qing1 xi1
清楚;qing1 chu
清凉;qing1 liang2
清淡;qing1 dan4
清洁;qing1 jie2
清澈;qing1 che4
清理;qing1 li3
清真;qing1 zhen1
清真寺;qing1 zhen1 si4
清脆;qing1 cui4
清醒;qing1 xing3
清除;qing1 chu2
清静;qing1 jing4
减免;jian3 mian3
减压;jian3 ya1
减少;jian3 shao3
减弱;jian3 ruo4
减肥;jian3 fei2
减速;jian3 su4
渠道;qu2 dao4
渡过;du4 guo4
渣;zha1
渣子;zha1 zi
测算;ce4 suan4
测量;ce4 liang2
测验;ce4 yan4
港;gang3
港口;gang3 kou3
港湾;gang3 wan1
渴;ke3
渴望;ke3 wang4
游泳;you2 yong3
渺小;miao3 xiao3
浑身;hun2 shen1
凑;cou4
凑合;cou4 he
凑巧;cou4 qiao3
湖泊;hu2 po1
涌入;yong3 ru4
涌现;yong3 xian4
汤;shang1|tang1
汤圆;tang1 yuan2
源于;yuan2 yu2
源泉;yuan2 quan2
源源不断;yuan2 yuan2 bu4 duan4
源头;yuan2 tou2
准备;zhun3 bei4
准则;zhun3 ze2
准时;zhun3 shi2
准确;zhun3 que4
溜;liu4|liu1
溜达;liu1 da
沟通;gou1 tong1
溢;yi4
溪;xi1
温和;wen1 huo|wen1 he2
温室;wen1 shi4
温带;wen1 dai4
温度;wen1 du4
温度计;wen1 du4 ji4
温暖;wen1 nuan3
温柔;wen1 rou2
温泉;wen1 quan2
温习;wen1 xi2
温馨;wen1 xin1
溶解;rong2 jie3
沧桑;cang1 sang1
灭亡;mie4 wang2
灭绝;mie4 jue2
滋味;zi1 wei4
滋润;zi1 run4
滑;hua2
滑冰;hua2 bing1
滑梯;hua2 ti1
滑稽;hua2 ji1
滑雪;hua2 xue3
滔滔不绝;tao1 tao1 bu4 jue2
滞后;zhi4 hou4
滞留;zhi4 liu2
渗;shen4
渗透;shen4 tou4
滴;di1
卤味;lu3 wei4
滚;gun3
滚动;gun3 dong4
满;man3
满意;man3 yi4
满怀;man3 huai2
满足;man3 zu2
渔民;yu2 min2
渔船;yu2 chuan2
漂;piao3|piao1|piao4
漂亮;piao4 liang
漂浮;piao1 fu2
漆;qi1
漏;lou4
演出;yan3 chu1
演员;yan3 yuan2
演奏;yan3 zou4
演戏;yan3 xi4
演技;yan3 ji4
演播室;yan3 bo1 shi4
演示;yan3 shi4
演练;yan3 lian4
演绎;yan3 yi4
演习;yan3 xi2
演艺圈;yan3 yi4 quan1
演说;yan3 shuo1
演讲;yan3 jiang3
演变;yan3 bian4
漠然;mo4 ran2
汉语;han4 yu3
漫;man4
漫画;man4 hua4
漫游;man4 you2
漫长;man4 chang2
涨;zhang4|zhang3
泼;po1
泼冷水;po1 leng3 shui3
洁净;jie2 jing4
潜力;qian2 li4
潜在;qian2 zai4
潜水;qian2 shui3
潜移默化;qian2 yi2 mo4 hua4
潜能;qian2 neng2
潜艇;qian2 ting3
润;run4
潦草;liao2 cao3
潮流;chao2 liu2
潮湿;chao2 shi1
澄清;deng4 qing1|cheng2 qing1
浇;jiao1
涝;lao4
淀粉;dian4 fen3
激光;ji1 guang1
激动;ji1 dong4
激励;ji1 li4
激化;ji1 hua4
激情;ji1 qing2
激活;ji1 huo2
激烈;ji1 lie4
激发;ji1 fa1
激素;ji1 su4
激起;ji1 qi3
浓;nong2
浓厚;nong2 hou4
浓缩;nong2 suo1
浓郁;nong2 yu4
浓重;nong2 zhong4
湿度;shi1 du4
湿润;shi1 run4
滥用;lan4 yong4
滨海;bin1 hai3
溅;jian4
泻;xie4
浏览;liu2 lan3
浏览器;liu2 lan3 qi4
瀑布;pu4 bu4
濒临;bin1 lin2
潇洒;xiao1 sa3
灌;guan4
灌溉;guan4 gai4
灌输;guan4 shu1
洒;sa3
火;huo3
火候;huo3 hou
火山;huo3 shan1
火暴;huo3 bao4
火柴;huo3 chai2
火炬;huo3 ju4
火焰;huo3 yan4
火热;huo3 re4
火箭;huo3 jian4
火花;huo3 hua1
火药;huo3 yao4
火车站;huo3 che1 zhan4
火辣辣;huo3 la4 la4
火速;huo3 su4
火锅;huo3 guo1
灰;hui1
灰尘;hui1 chen2
灰心;hui1 xin1
灼热;zhuo2 re4
灾害;zai1 hai4
灾难;zai1 nan4
炊烟;chui1 yan1
炎热;yan2 re4
炎症;yan2 zheng4
炒;chao3
照;zhao4
炫耀;xuan4 yao4
炭;tan4
炸;zha2|zha4
为;wei4|wei2
为了;wei4 le
为人;wei2 ren2|wei4 ren2
为什么;wei4 shen2 me
为期;wei2 qi1
为难;wei2 nan2
烈士;lie4 shi4
乌黑;wu1 hei1
烘;hong1
烘干;hong1 gan1
烘托;hong1 tuo1
烤;kao3
烤鸭;kao3 ya1
烹调;peng1 tiao2
烹饪;peng1 ren4
焊;han4
焚烧;fen2 shao1
无;wu2
无不;wu2 bu4
无偿;wu2 chang2
无力;wu2 li4
无动于衷;wu2 dong4 yu2 zhong1
无可厚非;wu2 ke3 hou4 fei1
无可奈何;wu2 ke3 nai4 he2
无可奉告;wu2 ke3 feng4 gao4
无奈;wu2 nai4
无家可归;wu2 jia1 ke3 gui1
无形;wu2 xing2
无形中;wu2 xing2 zhong1
无微不至;wu2 wei1 bu4 zhi4
无耻;wu2 chi3
无情;wu2 qing2
无情无义;wu2 qing2 wu2 yi4
无恶不作;wu2 e4 bu4 zuo4
无意;wu2 yi4
无忧无虑;wu2 you1 wu2 lv4
无所事事;wu2 suo3 shi4 shi4
无所作为;wu2 suo3 zuo4 wei2
无所谓;wu2 suo3 wei4
无故;wu2 gu4
无敌;wu2 di2
无数;wu2 shu4
无条件;wu2 tiao2 jian4
无比;wu2 bi3
无济于事;wu2 ji4 yu2 shi4
无理;wu2 li3
无理取闹;wu2 li3 qu3 nao4
无知;wu2 zhi1
无私;wu2 si1
无穷;wu2 qiong2
无穷无尽;wu2 qiong2 wu2 jin4
无精打采;wu2 jing1 da3 cai3
无线;wu2 xian4
无线电;wu2 xian4 dian4
无缘;wu2 yuan2
无聊;wu2 liao2
无能;wu2 neng2
无能为力;wu2 neng2 wei2 li4
无话可说;wu2 hua4 ke3 shuo1
无论;wu2 lun4
无论如何;wu2 lun4 ru2 he2
无赖;wu2 lai4
无足轻重;wu2 zu2 qing1 zhong4
无辜;wu2 gu1
无关紧要;wu2 guan1 jin3 yao4
无非;wu2 fei1
无须;wu2 xu1
焦;jiao1
焦急;jiao1 ji2
焦虑;jiao1 lv4
焦距;jiao1 ju4
焦躁;jiao1 zao4
焦点;jiao1 dian3
焰火;yan4 huo3
然后;ran2 hou4
然而;ran2 er2
炼;lian4
煎;jian1
煮;zhu3
烟囱;yan1 cong1
烟火;yan1 huo3
烟花爆竹;yan1 hua1 bao4 zhu2
煤炭;mei2 tan4
煤矿;mei2 kuang4
焕发;huan4 fa1
照例;zhao4 li4
照常;zhao4 chang2
照料;zhao4 liao4
照明;zhao4 ming2
照样;zhao4 yang4
照片;zhao4 pian4
照相机;zhao4 xiang4 ji1
照耀;zhao4 yao4
照办;zhao4 ban4
照顾;zhao4 gu
烦闷;fan2 men4
烦恼;fan2 nao3
烦躁;fan2 zao4
煲;bao1
煽动;shan1 dong4
熄灭;xi1 mie4
熄火;xi1 huo3
熊猫;xiong2 mao1
熏;xun1
荧光;ying2 guang1
熙熙攘攘;xi1 xi1 rang3 rang3
熟悉;shu2 xi1
熟练;shu2 lian4
熨;yun4|yu4
熬;ao2|ao1
熬夜;ao2 ye4
热;re4
热带;re4 dai4
热心;re4 xin1
热情;re4 qing2
热爱;re4 ai4
热气;re4 qi4
热气球;re4 qi4 qiu2
热泪盈眶;re4 lei4 ying2 kuang4
热潮;re4 chao2
热烈;re4 lie4
热衷;re4 zhong1
热门;re4 men2
热腾腾;re4 teng2 teng2
热闹;re4 nao
燃放;ran2 fang4
燃气;ran2 qi4
燃油;ran2 you2
燃烧;ran2 shao1
灯;deng1
灯泡;deng1 pao4
灯笼;deng1 long2
炖;dun4
烧烤;shao1 kao3
烧毁;shao1 hui3
燕子;yan4 zi
烫;tang4
营救;ying2 jiu4
营业;ying2 ye4
营造;ying2 zao4
营养;ying2 yang3
灿烂;can4 lan4
爆冷门;bao4 leng3 men2
爆满;bao4 man3
爆炸;bao4 zha4
爆发;bao4 fa1
爆竹;bao4 zhu2
炉子;lu2 zi
炉灶;lu2 zao4
烂;lan4
爪子;zhua3 zi
爬山;pa2 shan1
争先恐后;zheng1 xian1 kong3 hou4
争光;zheng1 guang1
争分夺秒;zheng1 fen1 duo2 miao3
争取;zheng1 qu3
争吵;zheng1 chao3
争执;zheng1 zhi2
争夺;zheng1 duo2
争气;zheng1 qi4
争端;zheng1 duan1
争论;zheng1 lun4
争议;zheng1 yi4
爵士;jue2 shi4
父亲;fu4 qin1
爸爸;ba4 ba
爹;die1
爷爷;ye2 ye
爽快;shuang3 kuai
片;pian4|pian1
片刻;pian4 ke4
片子;pian4 zi|pian1 zi
片断;pian4 duan4
片段;pian4 duan4
片面;pian4 mian4
版本;ban3 ben3
牌照;pai2 zhao4
闸;zha2
牙膏;ya2 gao1
牙齿;ya2 chi3
牛仔裤;niu2 zai3 ku4
牛奶;niu2 nai3
牡丹;mu3 dan
牢固;lao2 gu4
牢牢;lao2 lao2
牢记;lao2 ji4
牢骚;lao2 sao1
牧场;mu4 chang3
牧民;mu4 min2
物业;wu4 ye4
物流;wu4 liu2
物理;wu4 li3
物美价廉;wu4 mei3 jia4 lian2
物证;wu4 zheng4
物资;wu4 zi1
物质;wu4 zhi4
物体;wu4 ti3
牲畜;sheng1 chu4
特例;te4 li4
特别;te4 bie2
特制;te4 zhi4
特定;te4 ding4
特征;te4 zheng1
特意;te4 yi4
特权;te4 quan2
特殊;te4 shu1
特产;te4 chan3
特色;te4 se4
特质;te4 zhi4
特邀;te4 yao1
特长;te4 chang2
特点;te4 dian3
牵;qian1
牵制;qian1 zhi4
牵扯;qian1 che3
牵挂;qian1 gua4
牵涉;qian1 she4
牵头;qian1 tou2
牺牲;xi1 sheng1
犬;quan3
犯愁;fan4 chou2
状元;zhuang4 yuan2
状态;zhuang4 tai4
状况;zhuang4 kuang4
狂欢;kuang2 huan1
狂欢节;kuang2 huan1 jie2
狂热;kuang2 re4
狗;gou3
狠心;hen3 xin1
狡猾;jiao3 hua2
狭小;xia2 xiao3
狭窄;xia2 zhai3
狭隘;xia2 ai4
狼;lang2
狼吞虎咽;lang2 tun1 hu3 yan4
狼狈;lang2 bei4
猖狂;chang1 kuang2
猛烈;meng3 lie4
猛然;meng3 ran2
猜;cai1
猜想;cai1 xiang3
猜谜;cai1 mi2
猩猩;xing1 xing
猴子;hou2 zi
犹如;you2 ru2
犹豫;you2 yu4
犹豫不决;you2 yu4 bu4 jue2
狮子;shi1 zi|shi1 zi3
奖励;jiang3 li4
奖品;jiang3 pin3
奖杯;jiang3 bei1
奖牌;jiang3 pai2
奖赏;jiang3 shang3
奖金;jiang3 jin1
奖项;jiang3 xiang4
独;du2
独一无二;du2 yi1 wu2 er4
独唱;du2 chang4
独家;du2 jia1
独特;du2 te4
独立;du2 li4
独立自主;du2 li4 zi4 zhu3
独裁;du2 cai2
独身;du2 shen1
获胜;huo4 sheng4
获得;huo4 de2
获悉;huo4 xi1
猎人;lie4 ren2
猎犬;lie4 quan3
献血;xian4 xue4
玄;xuan2
玄机;xuan2 ji1
率;lv4|shuai4
率领;shuai4 ling3
玉;yu4
玉米;yu4 mi3
王国;wang2 guo2
王子;wang2 zi3
王牌;wang2 pai2
玩;wan2
玩具;wan2 ju4
玩弄;wan2 nong4
玩意儿;wan2 yi4 r
玩耍;wan2 shua3
玫瑰;mei2 gui1
玻璃;bo1 li
珍惜;zhen1 xi1
珍珠;zhen1 zhu1
珍稀;zhen1 xi1
珍藏;zhen1 cang2
珍视;zhen1 shi4
珍贵;zhen1 gui4
珍重;zhen1 zhong4
班;ban1
现代;xian4 dai4
现任;xian4 ren4
现在;xian4 zai4
现场;xian4 chang3
现实;xian4 shi2
现成;xian4 cheng2
现状;xian4 zhuang4
现行;xian4 xing2
现象;xian4 xiang4
现金;xian4 jin1
球迷;qiu2 mi2
理事;li3 shi4
理念;li3 nian4
理性;li3 xing4
理想;li3 xiang3
理所当然;li3 suo3 dang1 ran2
理智;li3 zhi4
理会;li3 hui4
理由;li3 you2
理直气壮;li3 zhi2 qi4 zhuang4
理睬;li3 cai3
理科;li3 ke1
理解;li3 jie3
理论;li3 lun4
理发;li3 fa4
琢磨;zhuo2 mo2|zuo2 mo
瑞雪;rui4 xue3
瑰宝;gui1 bao3
环境;huan2 jing4
环球;huan2 qiu2
环节;huan2 jie2
环绕;huan2 rao4
瓜分;gua1 fen1
瓜子;gua1 zi3
瓦;wa3
瓦解;wa3 jie3
瓶子;ping2 zi
瓶颈;ping2 jing3
瓷;ci2
瓷器;ci2 qi4
甘心;gan1 xin1
甚至;shen4 zhi4
甚至于;shen4 zhi4 yu2
甜;tian2
甜美;tian2 mei3
甜蜜;tian2 mi4
甜头;tian2 tou
生前;sheng1 qian2
生动;sheng1 dong4
生命;sheng1 ming4
生命线;sheng1 ming4 xian4
生存;sheng1 cun2
生平;sheng1 ping2
生怕;sheng1 pa4
生意;sheng1 yi4|sheng1 yi
生态;sheng1 tai4
生效;sheng1 xiao4
生日;sheng1 ri4
生机;sheng1 ji1
生死;sheng1 si3
生气;sheng1 qi4
生活;sheng1 huo2
生涯;sheng1 ya2
生物;sheng1 wu4
生理;sheng1 li3
生产;sheng1 chan3
生疏;sheng1 shu1
生病;sheng1 bing4
生硬;sheng1 ying4
生肖;sheng1 xiao4
生育;sheng1 yu4
生锈;sheng1 xiu4
生长;sheng1 zhang3
产;chan3
产值;chan3 zhi2
产品;chan3 pin3
产地;chan3 di4
产业;chan3 ye4
产物;chan3 wu4
产生;chan3 sheng1
苏醒;su1 xing3
用;yong4
用人;yong4 ren2
用力;yong4 li4
用功;yong4 gong1
用意;yong4 yi4
用户;yong4 hu4
用途;yong4 tu2
用餐;yong4 can1
甩;shuai3
甭;beng2|beng4
田径;tian2 jing4
田野;tian2 ye3
由;you2
由来;you2 lai2
由于;you2 yu2
由此可见;you2 ci3 ke3 jian4
由此看来;you2 ci3 kan4 lai2
由衷;you2 zhong1
甲;jia3
申报;shen1 bao4
申请;shen1 qing3
申办;shen1 ban4
申领;shen1 ling3
男;nan2
亩;mu3
界定;jie4 ding4
界线;jie4 xian4
界限;jie4 xian4
畏惧;wei4 ju4
畏缩;wei4 suo1
畔;pan4
留学;liu2 xue2
留心;liu2 xin1
留念;liu2 nian4
留意;liu2 yi4
留恋;liu2 lian4
留神;liu2 shen2
畜牧;xu4 mu4
毕业;bi4 ye4
毕竟;bi4 jing4
略;lve4
略微;lve4 wei1
番;fan1|pan1
画;hua4
画册;hua4 ce4
画展;hua4 zhan3
画蛇添足;hua4 she2 tian1 zu2
画龙点睛;hua4 long2 dian3 jing1
异口同声;yi4 kou3 tong2 sheng1
异常;yi4 chang2
异性;yi4 xing4
异想天开;yi4 xiang3 tian1 kai1
异议;yi4 yi4
当下;dang1 xia4
当之无愧;dang1 zhi1 wu2 kui4
当事人;dang1 shi4 ren2
当今;dang1 jin1
当代;dang1 dai4
当初;dang1 chu1
当前;dang1 qian2
当务之急;dang1 wu4 zhi1 ji2
当即;dang1 ji2
当地;dang1 di4
当场;dang1 chang3
当心;dang1 xin1
当日;dang1 ri4|dang4 ri4
当时;dang4 shi2|dang1 shi2
当晚;dang4 wan3|dang1 wan3
当然;dang1 ran2
当真;dang4 zhen1
当众;dang1 zhong4
当着;dang1 zhe
当选;dang1 xuan3
当面;dang1 mian4
畸形;ji1 xing2
疏导;shu1 dao3
疏忽;shu1 hu
疏散;shu1 san4
疏通;shu1 tong1
疏远;shu1 yuan3
疑问;yi2 wen4
疑惑;yi2 huo4
疑虑;yi2 lv4
疑点;yi2 dian3
疙瘩;ge1 da
疤;ba1
疫苗;yi4 miao2
疲倦;pi2 juan4
疲劳;pi2 lao2
疲惫;pi2 bei4
疲惫不堪;pi2 bei4 bu4 kan1
疼;teng2
疼爱;teng2 ai4
疾病;ji2 bing4
病床;bing4 chuang2
病毒;bing4 du2
病症;bing4 zheng4
症状;zheng4 zhuang4
痒;yang3
痕迹;hen2 ji4
痛;tong4
痛心;tong4 xin1
痛快;tong4 kuai4
痛苦;tong4 ku3
痰;tan2
痴心;chi1 xin1
痴呆;chi1 dai1
痴迷;chi1 mi2
疯子;feng1 zi
疯狂;feng1 kuang2
瘟疫;wen1 yi4
瘦;shou4
瘸;que2
